Car_ID,Customer_ID,Car_Brand,Fuel_Type,Car_Type,Vehicule_Power,Car_Age,Mileage,Car_Price
7478097,23823569,Pontiac,Hybrid,Crossover,229.0,9.0,87344.0,
7498439,23824285,,,,305.0,10.0,,131118.28
7500807,23824446,Mazda,,Sedan,86.0,4.0,,33568.49
7501354,23826971,,,Sedan,,6.0,59460.0,
7502699,23827179,Buick,Petrol,Coupe,345.0,,61433.0,163533.74
7506495,23827533,,Diesel,Minivan,157.0,8.0,79605.0,64522.87
7510486,23828622,Porsche,,,100.0,5.0,52143.0,41674.8
7516305,23828663,BMW,Diesel,Crossover,253.0,,92972.0,97562.63
7523207,23829673,Chrysler,,Sedan,118.0,13.0,,32484.19
7524227,23830202,Saab,,Hatchback,96.0,8.0,81392.0,28331.9
7536789,23831178,Kia,Diesel,SUV,,5.0,58589.0,148089.55
7545354,23832838,,Diesel,Sedan,322.0,4.0,47985.0,159117.48
7551460,23833065,Tesla,Petrol,,336.0,4.0,43459.0,
7553050,23833213,Kia,,,289.0,2.0,27760.0,
7566955,23835081,Lotus,Diesel,,212.0,6.0,62095.0,103487.74
7572415,23835473,,,Pickup Truck,331.0,6.0,61275.0,151217.33
7588470,23835792,Hyundai,Diesel,Coupe,261.0,10.0,90996.0,119008.78
7589049,23836652,Lotus,Diesel,Crossover,185.0,,53873.0,79522.34
7598707,23836782,Land Rover,,Crossover,,,63638.0,
7599806,23837575,Cadillac,,Hatchback,264.0,7.0,75122.0,116827.89
7603656,23837653,Dodge,,SUV,202.0,8.0,81105.0,84138.72
7627743,23838636,Ford,Diesel,SUV,,9.0,87687.0,54908.66
7650736,23838729,GMC,,Crossover,281.0,7.0,72437.0,
7651460,23840244,Mercedes-Benz,Electric,SUV,,3.0,,107958.58
7653278,23841245,Lexus,Electric,,91.0,8.0,78486.0,31005.24
7657295,23841543,Infiniti,,,181.0,,52270.0,83918.15
7658488,23842286,Ford,Diesel,,,11.0,102169.0,
7659080,23846520,Acura,Diesel,SUV,305.0,7.0,67931.0,146404.73
7661945,23847317,,Petrol,Crossover,239.0,7.0,73905.0,
7664730,23849001,BMW,Electric,,184.0,19.0,141830.0,58382.59
7682193,23850215,Volvo,Electric,SUV,181.0,9.0,88127.0,76449.87
7686124,23852624,Toyota,,SUV,,8.0,77982.0,165175.09
7702906,23852821,Suzuki,Diesel,,341.0,,64060.0,158368.04
7703717,23855339,Toyota,Petrol,,244.0,3.0,,117645.64
7718771,23855457,,Electric,Pickup Truck,338.0,6.0,,162047.82
7727842,23855791,Volkswagen,Electric,,128.0,,47908.0,52840.0
7728527,23856131,Mercedes-Benz,Diesel,,89.0,13.0,114715.0,15817.7
7733523,23859098,Honda,,Crossover,267.0,8.0,77982.0,119873.73
7738200,23859752,,Diesel,Pickup Truck,,11.0,101102.0,
7749331,23860252,,Electric,Sedan,179.0,5.0,53219.0,
7755609,23861015,Toyota,Hybrid,Hatchback,169.0,4.0,49036.0,75392.55
7763250,23861889,Ford,Diesel,,,9.0,84779.0,145835.64
7780756,23862244,,Hybrid,SUV,143.0,4.0,47086.0,75498.3
7786776,23864505,Toyota,,Crossover,195.0,,56800.0,89935.19
7793908,23864565,,Hybrid,,180.0,14.0,,61403.26
7796173,23864638,,Electric,Crossover,,,57690.0,149913.66
7799838,23867091,,,Sedan,105.0,3.0,36657.0,46273.58
7803500,23870153,Maybach,Diesel,,399.0,,30823.0,
7809401,23871043,,Diesel,Hatchback,,,34378.0,77819.22
7829481,23871385,,Petrol,,271.0,,103195.0,99008.04
7843897,23872028,GMC,,,234.0,,54543.0,102313.68
7861955,23872809,Jeep,Petrol,,245.0,18.0,140947.0,
7874662,23873002,,Petrol,Hatchback,197.0,,111120.0,65763.97
7883942,23874472,Mercedes-Benz,,Hatchback,229.0,15.0,125093.0,79151.5
7898850,23875388,Nissan,,,,10.0,95977.0,63914.38
7899663,23875837,Mitsubishi,Hybrid,,257.0,,83704.0,
7910188,23875983,Ford,,Sedan,,4.0,48556.0,169855.87
7916860,23877138,Dodge,Diesel,Crossover,,,,124028.72
7924728,23877293,Toyota,,Crossover,,9.0,86534.0,132571.73
7925203,23877449,Plymouth,,,245.0,10.0,94061.0,107446.62
7931583,23878365,,Petrol,Sports Car,370.0,3.0,42132.0,180683.51
7935506,23881590,Nissan,Diesel,Crossover,212.0,6.0,62924.0,
7954823,23882604,Chevrolet,Petrol,SUV,321.0,6.0,65707.0,
7962034,23882621,,Diesel,Crossover,,,64585.0,95695.08
7984805,23883504,Lexus,,,260.0,4.0,44444.0,119041.13
7985760,23885039,Ford,Electric,Sedan,,14.0,120728.0,
7993302,23885574,Lotus,Diesel,SUV,,,61804.0,147439.35
8009535,23885919,,Hybrid,Pickup Truck,329.0,4.0,,151376.04
8012208,23887954,Audi,Petrol,,300.0,15.0,121690.0,
8012773,23889289,,Hybrid,Crossover,,13.0,111293.0,54385.9
8015237,23889970,Mitsubishi,,Sedan,354.0,7.0,,159906.37
8024822,23890124,,Petrol,Sedan,197.0,2.0,30883.0,
8025002,23892095,Saab,,,176.0,5.0,56354.0,74146.83
8031112,23893857,GMC,Petrol,Sedan,,2.0,,178860.57
8031471,23893863,,Electric,Coupe,,8.0,81443.0,
8040706,23894511,GMC,,Sedan,,5.0,55065.0,156813.92
8057855,23894632,Nissan,Diesel,Sedan,,6.0,,
8068539,23894648,Pontiac,Petrol,Sedan,266.0,14.0,118253.0,105134.11
8099000,23894980,Volkswagen,Diesel,Hatchback,257.0,,,
8106605,23895366,,Electric,Crossover,,,79933.0,81566.01
8117565,23895976,,Diesel,Coupe,135.0,9.0,88584.0,
8123336,23896129,,,Hatchback,128.0,11.0,102320.0,40985.69
8124506,23897305,Chevrolet,Petrol,Sedan,192.0,6.0,65066.0,82850.58
8125375,23897314,Ford,,Pickup Truck,376.0,6.0,62367.0,
8146430,23898992,Volvo,,Sedan,,6.0,61846.0,84944.11
8148203,23900721,,Petrol,,,,,43956.93
8152353,23901123,Ford,Electric,Hatchback,,13.0,,39826.86
8163199,23901443,,Hybrid,SUV,266.0,6.0,,123549.68
8173894,23901841,,,,105.0,1.0,21443.0,
8191398,23901873,Chrysler,,Crossover,307.0,,91904.0,130090.12
8194310,23902505,Audi,,Sedan,342.0,7.0,69555.0,
8197576,23902559,Chevrolet,Petrol,Crossover,164.0,8.0,81264.0,69684.54
8203488,23903718,Nissan,Petrol,Crossover,,3.0,34494.0,142744.57
8215167,23904641,Mazda,,Crossover,275.0,5.0,,121362.92
8222190,23906617,Saab,Diesel,,141.0,9.0,,61035.1
8241432,23908848,,,Hatchback,223.0,3.0,39561.0,102812.08
8245841,23909544,Chevrolet,Petrol,,241.0,,80245.0,96132.05
8247320,23909778,Mercedes-Benz,Electric,Sedan,117.0,6.0,66522.0,58946.59
8262777,23909822,Mercedes-Benz,,Crossover,192.0,,50399.0,86311.15
8266443,23911926,Infiniti,Petrol,,,4.0,48626.0,94056.39
8273106,23912568,,Petrol,SUV,,,44441.0,
8296538,23912648,Hyundai,Electric,,,7.0,69002.0,131064.87
8301782,23912848,Fiat,,Crossover,188.0,,72060.0,
8302205,23914114,Oldsmobile,Diesel,Crossover,279.0,,58706.0,125070.56
8324235,23915445,BMW,Diesel,SUV,328.0,4.0,43016.0,167668.1
8327644,23916747,,Electric,Sedan,127.0,8.0,79344.0,44503.52
8336357,23917325,Shelby,Diesel,Sedan,233.0,,92203.0,90311.83
8336530,23919874,,,,,9.0,,98860.5
8346917,23922285,,Diesel,,331.0,16.0,126393.0,141567.2
8349064,23922432,,Diesel,SUV,204.0,6.0,63159.0,86400.41
8370817,23922465,Mercedes-Benz,Petrol,Crossover,242.0,,,
8371401,23922703,Isuzu,Petrol,Crossover,,5.0,,135491.67
8374135,23923780,Nissan,Petrol,Sedan,108.0,,48945.0,36532.71
8374665,23924738,Mazda,Diesel,,273.0,,70877.0,
8385064,23925051,Mercedes-Benz,Diesel,Pickup Truck,,,113707.0,162588.14
8385660,23926169,,,SUV,199.0,,60187.0,
8425058,23929643,,Petrol,,229.0,3.0,33786.0,110513.67
8425189,23930011,Dodge,Electric,Crossover,129.0,10.0,91943.0,46078.24
8444527,23930515,Jaguar,,Hatchback,269.0,,65359.0,121560.92
8445783,23931179,Mercury,Electric,Minivan,,8.0,75520.0,57270.21
8451855,23931205,Chrysler,Electric,Crossover,168.0,4.0,49795.0,82893.3
8457478,23932208,Dodge,Diesel,Sedan,,7.0,,97836.69
8466057,23932311,Audi,Electric,Coupe,158.0,3.0,,76609.29
8467660,23932651,Subaru,Diesel,SUV,345.0,14.0,121150.0,143730.63
8477144,23932662,,Electric,SUV,186.0,,,82756.69
8487204,23933445,Mercedes-Benz,Diesel,,329.0,7.0,69464.0,149706.15
8495850,23933845,Ford,,SUV,322.0,10.0,91060.0,139782.62
8502703,23935062,,Diesel,Crossover,,5.0,52318.0,58575.74
8506404,23938804,BMW,,,161.0,,95844.0,
8512815,23939157,,,Pickup Truck,266.0,5.0,59507.0,
8513196,23939318,,Electric,Sedan,295.0,5.0,57843.0,136296.38
8520841,23939758,,,Hatchback,82.0,4.0,,36390.08
8537955,23940000,Buick,Hybrid,Hatchback,208.0,8.0,78847.0,80870.7
8538541,23940319,Mercedes-Benz,Electric,Hatchback,,,68263.0,131890.28
8547576,23940604,Chrysler,Petrol,Sedan,226.0,12.0,107443.0,83939.12
8550241,23941436,Toyota,Diesel,SUV,,4.0,43465.0,162885.15
8550459,23941528,,Petrol,SUV,264.0,8.0,79311.0,124029.53
8576400,23941766,,Electric,Coupe,192.0,11.0,101003.0,69121.58
8577469,23943646,Lincoln,,,232.0,19.0,141401.0,
8584559,23943842,Ford,Petrol,Hatchback,196.0,7.0,,85401.35
8584567,23945658,Acura,,,396.0,5.0,59182.0,194175.1
8591235,23946763,,Petrol,Convertible,311.0,7.0,72105.0,
8596666,23946925,Cadillac,,Minivan,174.0,12.0,,76714.07
8599670,23948071,Buick,Petrol,SUV,111.0,12.0,,30993.01
8604674,23950187,Mitsubishi,,Crossover,197.0,,,
8607551,23950230,Chrysler,,Hatchback,103.0,12.0,,29030.59
8619391,23950762,Ford,,,318.0,,,153423.53
8620309,23951053,Dodge,Diesel,SUV,348.0,10.0,90675.0,
8629333,23951991,Chevrolet,,,206.0,8.0,82308.0,85137.05
8632332,23954951,Mercedes-Benz,Electric,,236.0,5.0,57931.0,103325.14
8647296,23955082,Subaru,,,174.0,4.0,46550.0,
8647792,23955943,Chevrolet,,SUV,,11.0,101504.0,179937.95
8664358,23956312,Cadillac,Diesel,Coupe,,13.0,111033.0,121506.19
8665464,23958363,,,Hatchback,290.0,8.0,78451.0,131525.25
8668967,23959488,Audi,Petrol,Hatchback,155.0,6.0,,
8671939,23960330,,Electric,Pickup Truck,436.0,3.0,,217420.97
8682532,23962251,Porsche,Electric,Sedan,226.0,11.0,,86247.53
8689602,23964365,Pontiac,Electric,Coupe,153.0,7.0,75210.0,73090.43
8692923,23965522,Mitsubishi,Diesel,Hatchback,,6.0,61363.0,38633.3
8702007,23966542,Honda,Petrol,SUV,326.0,10.0,,141145.94
8711326,23969072,,Petrol,Sedan,206.0,3.0,38022.0,
8712469,23969463,Mercedes-Benz,,Sedan,,4.0,45034.0,59931.03
8715333,23969603,,Petrol,SUV,153.0,5.0,51365.0,72689.98
8723480,23970126,,Petrol,SUV,119.0,8.0,81178.0,
8725135,23970197,Pontiac,Petrol,Sedan,117.0,7.0,72618.0,
8733492,23970404,Chevrolet,Electric,Sedan,,,85164.0,60419.12
8737175,23972180,Dodge,,Crossover,242.0,,98494.0,106685.48
8744926,23972798,Mazda,,Sedan,,9.0,,132044.69
8745547,23973146,Dodge,Diesel,,394.0,,122271.0,171650.54
8746008,23974699,Mercedes-Benz,Petrol,Sedan,380.0,11.0,,164617.58
8751499,23975351,Toyota,,,287.0,6.0,,136426.38
8758334,23975353,,Petrol,Crossover,271.0,,,127600.44
8760331,23976912,,Electric,Sedan,369.0,6.0,65689.0,179171.88
8775177,23978290,Lexus,Petrol,Minivan,289.0,,87001.0,
8782411,23978678,Volkswagen,Diesel,,128.0,5.0,56797.0,52870.06
8784213,23979549,,,Sedan,,,88122.0,167434.82
8797168,23981496,Volvo,Diesel,Hatchback,177.0,9.0,,66351.68
8815826,23982299,,,Hatchback,,,45901.0,59467.84
8817930,23982331,,Petrol,,146.0,11.0,97864.0,49119.2
8830727,23982696,Pontiac,Petrol,Hatchback,259.0,8.0,77668.0,115414.47
8837880,23983431,Subaru,Diesel,Coupe,331.0,14.0,120345.0,136025.35
8842091,23983824,Chevrolet,,,295.0,6.0,67236.0,132951.61
8843044,23983875,Ford,Electric,Sedan,,6.0,60207.0,
8846849,23985384,,Diesel,Crossover,260.0,4.0,,119695.14
8848382,23987063,BMW,,SUV,101.0,,43403.0,
8855017,23987443,Chevrolet,Electric,Minivan,200.0,10.0,93318.0,77369.08
8863342,23989546,Pontiac,,SUV,278.0,14.0,116320.0,
8880439,23990549,Ford,Diesel,,187.0,6.0,65050.0,88344.43
8893447,23992871,Lamborghini,Petrol,Sedan,268.0,6.0,63167.0,120969.7
8918007,23994433,Ford,,Sedan,190.0,7.0,69532.0,83773.25
8920857,23994838,Daewoo,Diesel,Sedan,361.0,11.0,,158781.54
8924296,23995715,Saab,Petrol,Sedan,260.0,4.0,46486.0,
8925476,23997172,Saab,Electric,Sedan,315.0,,74197.0,143866.67
8926141,23997997,Mercedes-Benz,Diesel,Pickup Truck,249.0,,,
8959118,23998120,Audi,Diesel,Hatchback,204.0,8.0,81003.0,87175.63
8959570,23998216,Nissan,Petrol,SUV,112.0,1.0,18559.0,
8982454,23998329,Nissan,Diesel,,258.0,9.0,,111106.01
8982766,23999118,,Petrol,,,8.0,81353.0,53267.93
8990633,23999348,,Petrol,Pickup Truck,,12.0,,
