Contract_ID,Customer_ID,Car_ID,Contract_length,Insurance_type,Cost_Per_Insurance_Type,Annual_premuim,Contract_Start_date
240927868,23785666,7146237,36.0,Personal Injury Protection (PIP),0.15,26770.53,2023-12-25
240928214,23787378,7150097,42.0,,0.15,,
240930279,23787767,7155363,,Collision Coverage,0.25,,2022-10-02
240931353,23788419,7166278,,Collision Coverage,0.25,8092.14,2020-09-16
240932044,23789993,7173973,,Gap Insurance,0.05,10569.29,2022-06-16
240932565,23790754,7176979,18.0,Liability Insurance,0.15,30720.53,2022-06-21
240933127,23790849,7183682,30.0,Liability Insurance,0.15,66615.2,
240933943,23792683,7186900,48.0,Personal Injury Protection (PIP),0.15,104287.48,2021-04-10
240934421,23794285,7213254,24.0,Uninsured/Underinsured Motorist,0.1,38702.03,2022-02-28
240934573,23794419,7221246,6.0,Collision Coverage,0.25,13196.2,2023-01-22
240935246,23794613,7225198,30.0,Uninsured/Underinsured Motorist,0.1,19385.92,2023-11-26
240937025,23795197,7227300,,Liability Insurance,0.15,43649.14,2022-03-05
240937809,23795390,7227807,6.0,Collision Coverage,0.25,12162.55,
240937845,23795724,7236144,60.0,,0.15,95404.84,
240938762,23795737,7238980,36.0,Comprehensive Coverage,0.15,,2022-06-22
240940235,23797075,7241134,6.0,,0.15,13240.86,
240940635,23797688,7245624,18.0,,0.15,38151.11,2022-08-09
240940893,23797822,7251644,60.0,Liability Insurance,0.15,72583.0,
240942653,23798680,7253163,,,0.1,3394.27,2023-01-23
240943321,23799580,7279953,12.0,,0.25,17750.24,2023-08-01
240944330,23800341,7282511,42.0,Comprehensive Coverage,0.15,,
240944770,23800404,7288052,54.0,Liability Insurance,0.15,125018.16,
240946359,23800679,7298371,,Collision Coverage,,80831.96,2021-01-04
240947405,23801413,7312074,24.0,Comprehensive Coverage,0.15,,2022-08-01
240948032,23801628,7319533,60.0,Liability Insurance,,90064.76,2020-03-23
240948291,23802034,7323034,,,0.15,,2021-11-12
240948696,23802733,7324235,,Collision Coverage,0.25,14043.81,2021-01-16
240951600,23807021,7334672,,,0.1,11522.85,2020-08-03
240951761,23807876,7336675,12.0,Collision Coverage,0.25,,2022-01-09
240953570,23810457,7354774,60.0,Personal Injury Protection (PIP),,114882.34,2023-11-12
240955634,23810633,7361681,,,0.15,21688.43,2022-08-16
240955873,23811719,7379955,24.0,Personal Injury Protection (PIP),0.15,10741.52,
240956901,23811720,7383710,42.0,Classic Car Insurance,0.02,11335.47,2021-04-11
240958935,23811887,7383982,54.0,Uninsured/Underinsured Motorist,0.1,61458.34,2023-03-15
240962474,23812062,7394315,60.0,,0.15,99611.36,
240964758,23812064,7395732,48.0,Classic Car Insurance,0.02,10458.43,
240965874,23814048,7400353,30.0,Personal Injury Protection (PIP),,,2023-12-19
240965919,23814805,7409954,18.0,Uninsured/Underinsured Motorist,0.1,15925.04,2022-04-08
240966155,23815190,7424927,42.0,Custom Parts and Equipment (CPE),0.03,17300.81,
240968048,23815888,7439182,,Liability Insurance,0.15,25379.15,
240969854,23816174,7443391,54.0,Liability Insurance,0.15,102064.84,2023-04-04
240970058,23816950,7450838,60.0,Comprehensive Coverage,0.15,61351.49,2020-12-08
240970128,23818041,7460667,24.0,Collision Coverage,0.25,66862.86,2022-04-03
240970441,23818724,7462625,60.0,Uninsured/Underinsured Motorist,0.1,107890.37,2020-02-08
240972053,23819088,7462947,12.0,Personal Injury Protection (PIP),0.15,,2022-09-25
240973014,23820277,7466669,,Collision Coverage,0.25,15404.92,2021-03-07
240973348,23820651,7470318,48.0,,0.15,93644.79,
240974355,23821436,7474671,6.0,,0.25,16651.29,2020-12-11
240980172,23822562,7476961,18.0,,0.25,29825.67,2021-11-07
240981736,23823569,7478097,6.0,Comprehensive Coverage,0.15,7538.23,2022-01-19
240983356,23824285,7498439,,,0.25,,2020-12-10
240983799,23824446,7500807,48.0,,0.15,20247.09,2022-09-07
240984540,23826971,7501354,,,,85143.78,
240986055,23827179,7502699,48.0,Uninsured/Underinsured Motorist,0.1,65513.5,
240987129,23827533,7506495,,Liability Insurance,0.15,34042.51,2021-05-16
240987650,23828622,7510486,30.0,,,15802.05,2023-10-25
240987787,23828663,7516305,48.0,Personal Injury Protection (PIP),0.15,58577.58,2023-10-28
240987932,23829673,7523207,42.0,,0.15,17110.2,2022-12-03
240988451,23830202,7524227,48.0,Personal Injury Protection (PIP),,17173.14,2021-03-03
240988918,23831178,7536789,12.0,Gap Insurance,0.05,7466.48,
240989725,23832838,7545354,24.0,,0.15,47821.24,2023-03-12
240990536,23833065,7551460,48.0,Uninsured/Underinsured Motorist,0.1,,2021-11-14
240992565,23833213,7553050,12.0,,,,2023-05-14
240994395,23835081,7566955,30.0,Liability Insurance,,38983.9,2021-11-01
240995672,23835473,7572415,,,0.25,19026.17,2023-12-01
240996625,23835792,7588470,42.0,Liability Insurance,0.15,62563.61,2020-05-03
240997595,23836652,7589049,54.0,Collision Coverage,0.25,89562.63,2023-02-23
240999489,23836782,7598707,54.0,,0.15,52400.43,
241002197,23837575,7599806,36.0,,0.15,52716.55,2023-07-17
241002248,23837653,7603656,48.0,,,50657.23,2020-02-07
241002731,23838636,7627743,36.0,Uninsured/Underinsured Motorist,0.1,,2022-10-17
241004044,23838729,7650736,54.0,,0.15,83236.77,2020-12-15
241004990,23840244,7651460,48.0,Liability Insurance,0.15,64881.15,
241005256,23841245,7653278,60.0,Liability Insurance,,23351.93,2021-10-12
241005344,23841543,7657295,54.0,,,94475.92,2022-10-16
241006422,23842286,7658488,30.0,Uninsured/Underinsured Motorist,,28609.14,
241006688,23846520,7659080,36.0,Collision Coverage,0.25,109977.55,2023-11-02
241006836,23847317,7661945,,Liability Insurance,0.15,23127.2,2021-07-02
241008200,23849001,7664730,12.0,Liability Insurance,0.15,,2023-01-20
241008670,23850215,7682193,60.0,Liability Insurance,0.15,57403.4,2022-01-05
241012472,23852624,7686124,36.0,,0.1,49656.53,
241015851,23852821,7702906,60.0,Collision Coverage,0.25,,2022-02-20
241017001,23855339,7703717,54.0,Gap Insurance,0.05,,2020-01-17
241017519,23855457,7718771,,Collision Coverage,0.25,101353.89,2021-09-17
241017932,23855791,7727842,60.0,Comprehensive Coverage,,39716.0,2023-10-05
241018255,23856131,7728527,12.0,Collision Coverage,,4064.42,2020-10-21
241018445,23859098,7733523,60.0,Collision Coverage,,149952.16,2022-10-21
241018856,23859752,7738200,48.0,,0.15,102473.99,
241020017,23860252,7749331,,Comprehensive Coverage,0.15,12505.02,2023-06-06
241020216,23861015,7755609,12.0,Liability Insurance,0.15,11388.88,2022-10-20
241022273,23861889,7763250,48.0,Custom Parts and Equipment (CPE),,17552.28,
241022422,23862244,7780756,,Custom Parts and Equipment (CPE),0.03,11380.74,2023-02-18
241024187,23864505,7786776,30.0,Comprehensive Coverage,,33765.7,2023-05-19
241024449,23864565,7793908,,Collision Coverage,0.25,,2023-12-03
241026130,23864638,7796173,,Liability Insurance,0.15,22539.05,
241026993,23867091,7799838,,Uninsured/Underinsured Motorist,,18687.43,2023-07-25
241027461,23870153,7803500,60.0,Gap Insurance,0.05,,2023-06-18
241027837,23871043,7809401,,Collision Coverage,0.25,58462.42,
241028891,23871385,7829481,,Liability Insurance,0.15,,2022-11-18
241030176,23872028,7843897,24.0,Personal Injury Protection (PIP),,30828.1,2021-12-20
241030406,23872809,7861955,36.0,Personal Injury Protection (PIP),,38687.78,2022-06-02
241030820,23873002,7874662,,Personal Injury Protection (PIP),0.15,14970.89,2023-07-24
241031165,23874472,7883942,42.0,Personal Injury Protection (PIP),,41608.54,2022-08-07
241034106,23875388,7898850,18.0,,,,2021-06-26
241034268,23875837,7899663,48.0,Personal Injury Protection (PIP),0.15,,2021-08-27
241035151,23875983,7910188,24.0,,0.15,,2020-05-09
241035905,23877138,7916860,54.0,Comprehensive Coverage,0.15,,2022-12-14
241036694,23877293,7924728,24.0,,,26646.35,
241040147,23877449,7925203,54.0,,0.25,,2023-09-21
241040337,23878365,7931583,,Liability Insurance,0.15,13703.26,2021-07-09
241040423,23881590,7935506,12.0,Classic Car Insurance,0.02,2001.28,2020-07-23
241046921,23882604,7954823,42.0,Custom Parts and Equipment (CPE),0.03,15775.35,2020-12-14
241047009,23882621,7962034,,Liability Insurance,0.15,35951.66,
241048141,23883504,7984805,18.0,,,,2020-03-04
241049932,23885039,7985760,12.0,Uninsured/Underinsured Motorist,0.1,3713.85,
241050491,23885574,7993302,60.0,Liability Insurance,0.15,,
241050794,23885919,8009535,,Personal Injury Protection (PIP),0.15,79578.42,2022-03-03
241051554,23887954,8012208,18.0,Uninsured/Underinsured Motorist,0.1,,2021-01-18
241051865,23889289,8012773,,Liability Insurance,0.15,,2023-10-17
241054613,23889970,8015237,54.0,,0.15,108086.8,2023-08-20
241057994,23890124,8024822,,Gap Insurance,0.05,4861.07,2022-09-13
241061075,23892095,8025002,30.0,,,27871.06,2023-08-09
241063288,23893857,8031112,36.0,Comprehensive Coverage,0.15,80567.26,
241063351,23893863,8031471,,Uninsured/Underinsured Motorist,0.1,,
241065225,23894511,8040706,18.0,,0.15,,2021-06-09
241065293,23894632,8057855,54.0,Collision Coverage,0.25,155976.73,
241067435,23894648,8068539,60.0,Liability Insurance,0.15,78964.58,2023-08-22
241070042,23894980,8099000,54.0,Classic Car Insurance,0.02,10071.78,2020-04-26
241070845,23895366,8106605,,Uninsured/Underinsured Motorist,0.1,28654.1,
241071132,23895976,8117565,,Comprehensive Coverage,0.15,16389.9,2020-05-14
241073095,23896129,8123336,,Uninsured/Underinsured Motorist,,14384.99,2023-08-07
241073849,23897305,8124506,24.0,Collision Coverage,0.25,41527.29,2021-10-07
241075920,23897314,8125375,36.0,,0.25,129786.69,2021-07-15
241076097,23898992,8146430,42.0,,,,
241078206,23900721,8148203,,,0.1,,2020-03-04
241080612,23901123,8152353,24.0,Classic Car Insurance,0.02,,2020-11-04
241081591,23901443,8163199,,Uninsured/Underinsured Motorist,0.1,6253.48,2023-06-20
241081903,23901841,8173894,,Liability Insurance,,26073.75,2022-01-28
241084572,23901873,8191398,54.0,,0.15,87970.83,2021-05-07
241084619,23902505,8194310,60.0,,0.15,119999.7,2023-05-20
241084686,23902559,8197576,18.0,Collision Coverage,0.25,26233.7,2020-12-16
241085153,23903718,8203488,42.0,Comprehensive Coverage,0.15,75078.9,
241085288,23904641,8215167,42.0,,0.25,106358.56,2022-07-15
241085571,23906617,8222190,30.0,Liability Insurance,0.15,,2022-09-27
241085621,23908848,8241432,,,,77149.06,2021-01-21
241086691,23909544,8245841,18.0,Custom Parts and Equipment (CPE),,4455.94,2023-09-23
241086983,23909778,8247320,12.0,Liability Insurance,0.15,8989.99,2021-02-20
241087979,23909822,8262777,12.0,,0.25,21693.79,2023-06-18
241090302,23911926,8266443,54.0,Collision Coverage,0.25,,
241090417,23912568,8273106,,Liability Insurance,0.15,16062.51,
241091573,23912648,8296538,42.0,Liability Insurance,0.15,,2021-09-05
241091711,23912848,8301782,60.0,Liability Insurance,,60660.26,2022-03-01
241093468,23914114,8302205,24.0,Collision Coverage,0.25,62667.28,2020-08-13
241094752,23915445,8324235,6.0,Classic Car Insurance,0.02,1752.68,2020-08-24
241094755,23916747,8327644,,Personal Injury Protection (PIP),0.15,6797.53,2020-03-28
241095110,23917325,8336357,24.0,Uninsured/Underinsured Motorist,0.1,18140.37,2023-02-18
241099645,23919874,8336530,,,,74189.38,
241100075,23922285,8346917,,Personal Injury Protection (PIP),,10741.54,2021-07-12
241102614,23922432,8349064,,Custom Parts and Equipment (CPE),0.03,10506.05,2023-08-10
241103677,23922465,8370817,42.0,Liability Insurance,0.15,47045.63,2023-07-01
241105828,23922703,8371401,48.0,Liability Insurance,0.15,81465.0,
241108338,23923780,8374135,60.0,Personal Injury Protection (PIP),0.15,27481.53,
241108379,23924738,8374665,18.0,Liability Insurance,0.15,,2023-07-21
241109260,23925051,8385064,60.0,Classic Car Insurance,0.02,,
241109277,23926169,8385660,,Gap Insurance,,17809.23,2021-03-10
241109364,23929643,8425058,,Comprehensive Coverage,0.15,,2021-07-23
241109932,23930011,8425189,42.0,Liability Insurance,0.15,24243.08,2021-06-24
241111731,23930515,8444527,36.0,,0.15,54864.41,2022-07-13
241112484,23931179,8445783,18.0,Liability Insurance,0.15,,2023-08-13
241114842,23931205,8451855,30.0,Liability Insurance,0.15,31244.99,2022-03-08
241115265,23932208,8457478,12.0,Comprehensive Coverage,0.15,,
241117452,23932311,8466057,6.0,Comprehensive Coverage,0.15,5809.7,2021-09-04
241118419,23932651,8467660,12.0,Gap Insurance,0.05,7250.53,2023-08-14
241118712,23932662,8477144,,Gap Insurance,0.05,20819.17,2022-07-20
241120399,23933445,8487204,30.0,Uninsured/Underinsured Motorist,,37540.54,2020-12-14
241120919,23933845,8495850,54.0,Personal Injury Protection (PIP),,94499.27,2021-10-10
241121151,23935062,8502703,,Gap Insurance,0.05,,2021-07-01
241121180,23938804,8506404,54.0,Liability Insurance,,,2022-11-28
241121522,23939157,8512815,,,0.15,39205.57,2020-01-14
241121751,23939318,8513196,,Gap Insurance,0.05,27363.28,2022-04-09
241122932,23939758,8520841,,,,27356.56,2020-09-03
241123701,23940000,8537955,36.0,Comprehensive Coverage,0.15,36471.82,2020-04-09
241124471,23940319,8538541,6.0,Liability Insurance,0.15,9961.77,
241125948,23940604,8547576,12.0,Comprehensive Coverage,0.15,12676.87,2020-08-24
241128616,23941436,8550241,6.0,Collision Coverage,0.25,20524.64,
241130696,23941528,8550459,,Collision Coverage,0.25,62162.76,2023-03-28
241131551,23941766,8576400,,Personal Injury Protection (PIP),0.15,31162.71,2021-12-10
241132467,23943646,8577469,36.0,,,58782.12,2021-06-12
241133747,23943842,8584559,36.0,Collision Coverage,0.25,64167.01,2020-08-25
241135001,23945658,8584567,54.0,,,131238.19,2023-12-11
241135820,23946763,8591235,,Uninsured/Underinsured Motorist,0.1,36030.56,2023-10-27
241136219,23946925,8596666,12.0,Classic Car Insurance,,1640.28,2023-10-16
241139509,23948071,8599670,42.0,Custom Parts and Equipment (CPE),0.03,3300.27,2023-03-17
241139789,23950187,8604674,60.0,Collision Coverage,,109849.48,2022-05-01
241139883,23950230,8607551,36.0,,0.25,21878.94,2023-05-18
241140747,23950762,8619391,30.0,Liability Insurance,,57579.82,2020-02-15
241141552,23951053,8620309,6.0,Collision Coverage,0.25,19699.58,2022-12-05
241141687,23951991,8629333,48.0,,0.25,,2022-08-19
241142822,23954951,8632332,48.0,Comprehensive Coverage,0.15,,2023-11-27
241147840,23955082,8647296,60.0,,,40978.52,2023-09-18
241148297,23955943,8647792,18.0,,0.05,13591.35,
241149447,23956312,8664358,48.0,Uninsured/Underinsured Motorist,0.1,48660.48,
241149486,23958363,8665464,,,0.02,5323.01,2022-04-23
241153647,23959488,8668967,54.0,Personal Injury Protection (PIP),0.15,44731.71,2022-09-23
241154357,23960330,8671939,,Comprehensive Coverage,0.15,32767.15,2020-12-03
241155507,23962251,8682532,48.0,Liability Insurance,0.15,51912.52,2020-05-03
241157682,23964365,8689602,42.0,Comprehensive Coverage,0.15,38454.48,2023-03-15
241158844,23965522,8692923,6.0,Collision Coverage,0.25,4939.16,
241159275,23966542,8702007,30.0,Comprehensive Coverage,0.15,53081.73,2022-04-07
241160333,23969072,8711326,,Comprehensive Coverage,0.15,62377.26,2021-04-26
241160785,23969463,8712469,18.0,Custom Parts and Equipment (CPE),,,2023-05-20
241162197,23969603,8715333,,Uninsured/Underinsured Motorist,0.1,14636.0,2022-05-22
241162575,23970126,8723480,,Liability Insurance,0.15,18197.13,2020-03-11
241165070,23970197,8725135,60.0,Collision Coverage,0.25,54827.62,2023-11-25
241165742,23970404,8733492,54.0,Uninsured/Underinsured Motorist,0.1,,2020-07-19
241166901,23972180,8737175,42.0,,0.03,11367.98,2020-03-15
241169052,23972798,8744926,24.0,,0.03,8020.68,
241169574,23973146,8745547,30.0,Personal Injury Protection (PIP),,64478.95,2023-09-02
241170807,23974699,8746008,60.0,Liability Insurance,0.15,123569.18,2023-05-13
241171600,23975351,8751499,36.0,,,61437.87,2021-02-05
241173607,23975353,8758334,,Personal Injury Protection (PIP),0.15,57584.2,2020-10-24
241174111,23976912,8760331,,Liability Insurance,0.15,121031.02,2022-11-23
241174731,23978290,8775177,54.0,Personal Injury Protection (PIP),0.15,91829.1,2020-09-03
241176788,23978678,8782411,48.0,Personal Injury Protection (PIP),,,2021-08-22
241178859,23979549,8784213,,Collision Coverage,,104812.76,
241179137,23981496,8797168,48.0,Personal Injury Protection (PIP),0.15,39861.01,2021-10-13
241179573,23982299,8815826,30.0,,0.05,,2021-05-09
241180236,23982331,8817930,12.0,,,7487.88,2023-03-23
241180455,23982696,8830727,12.0,Liability Insurance,0.15,17378.17,2021-03-28
241180794,23983431,8837880,24.0,Collision Coverage,0.25,68106.68,2020-05-01
241181488,23983824,8842091,36.0,,0.15,,2020-10-15
241183937,23983875,8843044,30.0,Collision Coverage,0.25,76415.08,
241184918,23985384,8846849,,Liability Insurance,0.15,27081.41,2022-09-09
241186833,23987063,8848382,30.0,Collision Coverage,,29567.84,2020-07-06
241187045,23987443,8855017,6.0,Liability Insurance,0.15,5938.68,2023-12-21
241188325,23989546,8863342,42.0,,0.25,100840.91,2020-02-17
241189589,23990549,8880439,24.0,Comprehensive Coverage,0.15,,2021-10-15
241190452,23992871,8893447,24.0,Custom Parts and Equipment (CPE),0.03,7332.18,2020-08-10
241190884,23994433,8918007,36.0,Liability Insurance,,37759.96,2022-11-23
241191053,23994838,8920857,36.0,Collision Coverage,0.25,119210.16,2023-07-07
241191586,23995715,8924296,24.0,Personal Injury Protection (PIP),0.15,35959.89,2022-06-22
241191894,23997172,8925476,18.0,Uninsured/Underinsured Motorist,0.1,21722.0,2022-06-14
241193853,23997997,8926141,6.0,Personal Injury Protection (PIP),0.15,8019.14,2023-02-26
241196069,23998120,8959118,48.0,Liability Insurance,0.15,52483.38,2020-01-21
241196405,23998216,8959570,24.0,Collision Coverage,0.25,28611.16,2022-11-14
241196798,23998329,8982454,30.0,Classic Car Insurance,,5615.3,2022-01-20
241198532,23999118,8982766,6.0,,,4117.09,
241199476,23999348,8990633,,Personal Injury Protection (PIP),0.15,50342.53,
